Feedback Text,Cleaned Text,Seat Component,Cue Word,Component Frequency in Text,Sentence Sentiment Label,Sentence Sentiment Score,Sentence Text,Entity Start Char (Cleaned),Entity End Char (Cleaned)
"The Kai Suite Class Seat is Pure Bliss.Fully reclining, the deer skin is incredibly soft and luxurious.Massage and Heating Features are a Godsend for Long Journeys.Controls are simple and effective.The privacy is just perfect for unwinding.Five Stars!","the kai suite class seat is pure bliss.fully reclining, the deer skin is incredibly soft and luxurious.massage and heating features are a godsend for long journeys.controls are simple and effective.the privacy is just perfect for unwinding.five stars!",RECLINER,reclining,1,POSITIVE,0.9989,"the kai suite class seat is pure bliss.fully reclining, the deer skin is incredibly soft and luxurious.massage and heating features are a godsend for long journeys.controls are simple and effective.the privacy is just perfect for unwinding.five stars!",45,54
"The Kai Suite Class Seat is Pure Bliss.Fully reclining, the deer skin is incredibly soft and luxurious.Massage and Heating Features are a Godsend for Long Journeys.Controls are simple and effective.The privacy is just perfect for unwinding.Five Stars!","the kai suite class seat is pure bliss.fully reclining, the deer skin is incredibly soft and luxurious.massage and heating features are a godsend for long journeys.controls are simple and effective.the privacy is just perfect for unwinding.five stars!",LUMBAR_SUPPORT,deer skin,1,POSITIVE,0.9989,"the kai suite class seat is pure bliss.fully reclining, the deer skin is incredibly soft and luxurious.massage and heating features are a godsend for long journeys.controls are simple and effective.the privacy is just perfect for unwinding.five stars!",60,69
"The Kai Suite Class Seat is Pure Bliss.Fully reclining, the deer skin is incredibly soft and luxurious.Massage and Heating Features are a Godsend for Long Journeys.Controls are simple and effective.The privacy is just perfect for unwinding.Five Stars!","the kai suite class seat is pure bliss.fully reclining, the deer skin is incredibly soft and luxurious.massage and heating features are a godsend for long journeys.controls are simple and effective.the privacy is just perfect for unwinding.five stars!",SEAT_MESSAGE,luxurious.massage,1,POSITIVE,0.9989,"the kai suite class seat is pure bliss.fully reclining, the deer skin is incredibly soft and luxurious.massage and heating features are a godsend for long journeys.controls are simple and effective.the privacy is just perfect for unwinding.five stars!",93,110
"Kai Suite Class Seat: Luxury with a conscience?The 180-Degree Recline Offers Superior Comfort.The 'Premium Deer Skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.The Massage Function is a pleasant amenity.Heating is effective.The control panel is user-friendly.Rotation is a minor feature.The privacy is a significant draw, offering a all of travel experience.","kai suite class seat luxury with a conscience?the 180degree recline offers superior comfort.the 'premium deer skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.the massage function is a pleasant amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, offering a all of travel experience.",RECLINER,recline,1,POSITIVE,0.9988,"kai suite class seat luxury with a conscience?the 180degree recline offers superior comfort.the 'premium deer skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.the massage function is a pleasant amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, offering a all of travel experience.",60,67
"Kai Suite Class Seat: Luxury with a conscience?The 180-Degree Recline Offers Superior Comfort.The 'Premium Deer Skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.The Massage Function is a pleasant amenity.Heating is effective.The control panel is user-friendly.Rotation is a minor feature.The privacy is a significant draw, offering a all of travel experience.","kai suite class seat luxury with a conscience?the 180degree recline offers superior comfort.the 'premium deer skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.the massage function is a pleasant amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, offering a all of travel experience.",MATERIAL,premium deer skin,2,POSITIVE,0.9988,"kai suite class seat luxury with a conscience?the 180degree recline offers superior comfort.the 'premium deer skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.the massage function is a pleasant amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, offering a all of travel experience.",97,114
"Kai Suite Class Seat: Luxury with a conscience?The 180-Degree Recline Offers Superior Comfort.The 'Premium Deer Skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.The Massage Function is a pleasant amenity.Heating is effective.The control panel is user-friendly.Rotation is a minor feature.The privacy is a significant draw, offering a all of travel experience.","kai suite class seat luxury with a conscience?the 180degree recline offers superior comfort.the 'premium deer skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.the massage function is a pleasant amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, offering a all of travel experience.",MATERIAL,material,2,POSITIVE,0.9988,"kai suite class seat luxury with a conscience?the 180degree recline offers superior comfort.the 'premium deer skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.the massage function is a pleasant amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, offering a all of travel experience.",116,124
"Kai Suite Class Seat: Luxury with a conscience?The 180-Degree Recline Offers Superior Comfort.The 'Premium Deer Skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.The Massage Function is a pleasant amenity.Heating is effective.The control panel is user-friendly.Rotation is a minor feature.The privacy is a significant draw, offering a all of travel experience.","kai suite class seat luxury with a conscience?the 180degree recline offers superior comfort.the 'premium deer skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.the massage function is a pleasant amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, offering a all of travel experience.",SEAT_MESSAGE,massage,1,POSITIVE,0.9988,"kai suite class seat luxury with a conscience?the 180degree recline offers superior comfort.the 'premium deer skin' material, while undeniably luxurious, invites reflection on sustainable alternatives.the massage function is a pleasant amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, offering a all of travel experience.",205,212
"Kai Suite Class Seats are a hot topic.Members consistently PRAISE the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.It's being haled as a new benchmark for Luxury Train Travel Travel in Southeast Asia.","kai suite class seats are a hot topic.members consistently praise the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.it's being haled as a new benchmark for luxury train travel travel in southeast asia.",RECLINER,recline,1,POSITIVE,0.9989,"kai suite class seats are a hot topic.members consistently praise the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.it's being haled as a new benchmark for luxury train travel travel in southeast asia.",75,82
"Kai Suite Class Seats are a hot topic.Members consistently PRAISE the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.It's being haled as a new benchmark for Luxury Train Travel Travel in Southeast Asia.","kai suite class seats are a hot topic.members consistently praise the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.it's being haled as a new benchmark for luxury train travel travel in southeast asia.",MATERIAL,pillah deer skin,2,POSITIVE,0.9989,"kai suite class seats are a hot topic.members consistently praise the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.it's being haled as a new benchmark for luxury train travel travel in southeast asia.",88,104
"Kai Suite Class Seats are a hot topic.Members consistently PRAISE the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.It's being haled as a new benchmark for Luxury Train Travel Travel in Southeast Asia.","kai suite class seats are a hot topic.members consistently praise the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.it's being haled as a new benchmark for luxury train travel travel in southeast asia.",MATERIAL,material,2,POSITIVE,0.9989,"kai suite class seats are a hot topic.members consistently praise the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.it's being haled as a new benchmark for luxury train travel travel in southeast asia.",105,113
"Kai Suite Class Seats are a hot topic.Members consistently PRAISE the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.It's being haled as a new benchmark for Luxury Train Travel Travel in Southeast Asia.","kai suite class seats are a hot topic.members consistently praise the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.it's being haled as a new benchmark for luxury train travel travel in southeast asia.",SEAT_MESSAGE,effective massage,1,POSITIVE,0.9989,"kai suite class seats are a hot topic.members consistently praise the full recline, the pillah deer skin material, the effective massage and heating function, the intuitive controls, and the exceptional privacy.it's being haled as a new benchmark for luxury train travel travel in southeast asia.",119,136
"Our Take On Kai Suite Class: The Seat is a Triumph of Design and Comfort.Full recline, exquisite deer skin, effective massage/heating, easy-to-use controls, and vital privacy.This service elevates train travel in Indonesia is significant.#Suiteclasskai #luxuryrailtravel","our take on kai suite class the seat is a triumph of design and comfort.full recline, exquisite deer skin, effective massageheating, easytouse controls, and vital privacy.this service elevates train travel in indonesia is significant.",RECLINER,recline,1,POSITIVE,0.9989,"our take on kai suite class the seat is a triumph of design and comfort.full recline, exquisite deer skin, effective massageheating, easytouse controls, and vital privacy.this service elevates train travel in indonesia is significant.",77,84
"Our Take On Kai Suite Class: The Seat is a Triumph of Design and Comfort.Full recline, exquisite deer skin, effective massage/heating, easy-to-use controls, and vital privacy.This service elevates train travel in Indonesia is significant.#Suiteclasskai #luxuryrailtravel","our take on kai suite class the seat is a triumph of design and comfort.full recline, exquisite deer skin, effective massageheating, easytouse controls, and vital privacy.this service elevates train travel in indonesia is significant.",LUMBAR_SUPPORT,deer,1,POSITIVE,0.9989,"our take on kai suite class the seat is a triumph of design and comfort.full recline, exquisite deer skin, effective massageheating, easytouse controls, and vital privacy.this service elevates train travel in indonesia is significant.",96,100
"This Kai Suite Class chair is a real dream!It could be a mattress, the skin is really super fine.There is a massage, there is a warmer.The control is easy.Can play.Privacy?World champion, no medicine!#Kailuxury #wonderfulindonesiatrip","this kai suite class chair is a real dream!it could be a mattress, the skin is really super fine.there is a massage, there is a warmer.the control is easy.can play.privacy?world champion, no medicine!",LUMBAR_SUPPORT,skin,1,POSITIVE,0.9988,"this kai suite class chair is a real dream!it could be a mattress, the skin is really super fine.there is a massage, there is a warmer.the control is easy.can play.privacy?world champion, no medicine!",71,75
"This Kai Suite Class chair is a real dream!It could be a mattress, the skin is really super fine.There is a massage, there is a warmer.The control is easy.Can play.Privacy?World champion, no medicine!#Kailuxury #wonderfulindonesiatrip","this kai suite class chair is a real dream!it could be a mattress, the skin is really super fine.there is a massage, there is a warmer.the control is easy.can play.privacy?world champion, no medicine!",SEAT_MESSAGE,massage,1,POSITIVE,0.9988,"this kai suite class chair is a real dream!it could be a mattress, the skin is really super fine.there is a massage, there is a warmer.the control is easy.can play.privacy?world champion, no medicine!",108,115
"Kai Suite Class Seat is an unparaleled experience on raills.Full recline, the most luxurious deer skin, and the massage + heating features are incredibly relaxing.Controls are simple and intuitive.The privacy is a massive bonus.Worth every single penny for this level of comfort.","kai suite class seat is an unparaleled experience on raills.full recline, the most luxurious deer skin, and the massage heating features are incredibly relaxing.controls are simple and intuitive.the privacy is a massive bonus.worth every single penny for this level of comfort.",RECLINER,recline,1,POSITIVE,0.9989,"kai suite class seat is an unparaleled experience on raills.full recline, the most luxurious deer skin, and the massage heating features are incredibly relaxing.controls are simple and intuitive.the privacy is a massive bonus.worth every single penny for this level of comfort.",65,72
"Kai Suite Class Seat is an unparaleled experience on raills.Full recline, the most luxurious deer skin, and the massage + heating features are incredibly relaxing.Controls are simple and intuitive.The privacy is a massive bonus.Worth every single penny for this level of comfort.","kai suite class seat is an unparaleled experience on raills.full recline, the most luxurious deer skin, and the massage heating features are incredibly relaxing.controls are simple and intuitive.the privacy is a massive bonus.worth every single penny for this level of comfort.",SEAT_MESSAGE,massage heating,1,POSITIVE,0.9989,"kai suite class seat is an unparaleled experience on raills.full recline, the most luxurious deer skin, and the massage heating features are incredibly relaxing.controls are simple and intuitive.the privacy is a massive bonus.worth every single penny for this level of comfort.",112,127
"Deep Dive: Kai Suite Class Compartment Seat Mechanics.The 180-Degree Recline Mechanism is Robust and Smooth.The Premium Deer Skin Material [1] is a significant upgrade.Massage Motors are Quiet.Heating elements are well-distributed.Control panel is responsive.Rotation bearing is solid.The privacy door is well-constructed.Overall, a very well-engineered and luxurious seat.","deep dive kai suite class compartment seat mechanics.the 180degree recline mechanism is robust and smooth.the premium deer skin material 1 is a significant upgrade.massage motors are quiet.heating elements are welldistributed.control panel is responsive.rotation bearing is solid.the privacy door is wellconstructed.overall, a very wellengineered and luxurious seat.",RECLINER,recline,1,POSITIVE,0.9989,"deep dive kai suite class compartment seat mechanics.the 180degree recline mechanism is robust and smooth.the premium deer skin material 1 is a significant upgrade.massage motors are quiet.heating elements are welldistributed.control panel is responsive.rotation bearing is solid.the privacy door is wellconstructed.overall, a very wellengineered and luxurious seat.",67,74
"Deep Dive: Kai Suite Class Compartment Seat Mechanics.The 180-Degree Recline Mechanism is Robust and Smooth.The Premium Deer Skin Material [1] is a significant upgrade.Massage Motors are Quiet.Heating elements are well-distributed.Control panel is responsive.Rotation bearing is solid.The privacy door is well-constructed.Overall, a very well-engineered and luxurious seat.","deep dive kai suite class compartment seat mechanics.the 180degree recline mechanism is robust and smooth.the premium deer skin material 1 is a significant upgrade.massage motors are quiet.heating elements are welldistributed.control panel is responsive.rotation bearing is solid.the privacy door is wellconstructed.overall, a very wellengineered and luxurious seat.",MATERIAL,premium deer skin,2,POSITIVE,0.9989,"deep dive kai suite class compartment seat mechanics.the 180degree recline mechanism is robust and smooth.the premium deer skin material 1 is a significant upgrade.massage motors are quiet.heating elements are welldistributed.control panel is responsive.rotation bearing is solid.the privacy door is wellconstructed.overall, a very wellengineered and luxurious seat.",110,127
"Deep Dive: Kai Suite Class Compartment Seat Mechanics.The 180-Degree Recline Mechanism is Robust and Smooth.The Premium Deer Skin Material [1] is a significant upgrade.Massage Motors are Quiet.Heating elements are well-distributed.Control panel is responsive.Rotation bearing is solid.The privacy door is well-constructed.Overall, a very well-engineered and luxurious seat.","deep dive kai suite class compartment seat mechanics.the 180degree recline mechanism is robust and smooth.the premium deer skin material 1 is a significant upgrade.massage motors are quiet.heating elements are welldistributed.control panel is responsive.rotation bearing is solid.the privacy door is wellconstructed.overall, a very wellengineered and luxurious seat.",MATERIAL,material,2,POSITIVE,0.9989,"deep dive kai suite class compartment seat mechanics.the 180degree recline mechanism is robust and smooth.the premium deer skin material 1 is a significant upgrade.massage motors are quiet.heating elements are welldistributed.control panel is responsive.rotation bearing is solid.the privacy door is wellconstructed.overall, a very wellengineered and luxurious seat.",128,136
"Kai Suite Class Seat: Our Members Rate It Highly.The full recline, the exceptional deer skin material, the effective massage and heating, the user-friendly controls, and the outstanding privacy are consistently highlighted.A true first-class train experience.","kai suite class seat our members rate it highly.the full recline, the exceptional deer skin material, the effective massage and heating, the userfriendly controls, and the outstanding privacy are consistently highlighted.a true firstclass train experience.",RECLINER,recline,1,POSITIVE,0.9989,"kai suite class seat our members rate it highly.the full recline, the exceptional deer skin material, the effective massage and heating, the userfriendly controls, and the outstanding privacy are consistently highlighted.a true firstclass train experience.",57,64
"Kai Suite Class Seat: Our Members Rate It Highly.The full recline, the exceptional deer skin material, the effective massage and heating, the user-friendly controls, and the outstanding privacy are consistently highlighted.A true first-class train experience.","kai suite class seat our members rate it highly.the full recline, the exceptional deer skin material, the effective massage and heating, the userfriendly controls, and the outstanding privacy are consistently highlighted.a true firstclass train experience.",MATERIAL,exceptional deer skin,2,POSITIVE,0.9989,"kai suite class seat our members rate it highly.the full recline, the exceptional deer skin material, the effective massage and heating, the userfriendly controls, and the outstanding privacy are consistently highlighted.a true firstclass train experience.",70,91
"Kai Suite Class Seat: Our Members Rate It Highly.The full recline, the exceptional deer skin material, the effective massage and heating, the user-friendly controls, and the outstanding privacy are consistently highlighted.A true first-class train experience.","kai suite class seat our members rate it highly.the full recline, the exceptional deer skin material, the effective massage and heating, the userfriendly controls, and the outstanding privacy are consistently highlighted.a true firstclass train experience.",MATERIAL,material,2,POSITIVE,0.9989,"kai suite class seat our members rate it highly.the full recline, the exceptional deer skin material, the effective massage and heating, the userfriendly controls, and the outstanding privacy are consistently highlighted.a true firstclass train experience.",92,100
"Kai Suite Class Seat: Our Members Rate It Highly.The full recline, the exceptional deer skin material, the effective massage and heating, the user-friendly controls, and the outstanding privacy are consistently highlighted.A true first-class train experience.","kai suite class seat our members rate it highly.the full recline, the exceptional deer skin material, the effective massage and heating, the userfriendly controls, and the outstanding privacy are consistently highlighted.a true firstclass train experience.",SEAT_MESSAGE,effective massage,1,POSITIVE,0.9989,"kai suite class seat our members rate it highly.the full recline, the exceptional deer skin material, the effective massage and heating, the userfriendly controls, and the outstanding privacy are consistently highlighted.a true firstclass train experience.",106,123
"Reporting on Kai Suite Class: The Seat Is a Standout Feature.Full recline to a flat bed, ultra-soft deer skin upholstery, integrated massage and heating.Controls are intuitive.The privacy door create a genuine suite ambiance.A Significant Development for Luxury Travel in Indonesia.#Suiteclasskai #Indonesaluxury","reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",RECLINER,recline,2,POSITIVE,0.9989,"reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",65,72
"Reporting on Kai Suite Class: The Seat Is a Standout Feature.Full recline to a flat bed, ultra-soft deer skin upholstery, integrated massage and heating.Controls are intuitive.The privacy door create a genuine suite ambiance.A Significant Development for Luxury Travel in Indonesia.#Suiteclasskai #Indonesaluxury","reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",MATERIAL,ultrasoft,2,POSITIVE,0.9989,"reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",88,97
"Reporting on Kai Suite Class: The Seat Is a Standout Feature.Full recline to a flat bed, ultra-soft deer skin upholstery, integrated massage and heating.Controls are intuitive.The privacy door create a genuine suite ambiance.A Significant Development for Luxury Travel in Indonesia.#Suiteclasskai #Indonesaluxury","reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",RECLINER,deer skin,2,POSITIVE,0.9989,"reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",98,107
"Reporting on Kai Suite Class: The Seat Is a Standout Feature.Full recline to a flat bed, ultra-soft deer skin upholstery, integrated massage and heating.Controls are intuitive.The privacy door create a genuine suite ambiance.A Significant Development for Luxury Travel in Indonesia.#Suiteclasskai #Indonesaluxury","reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",MATERIAL,upholstery,2,POSITIVE,0.9989,"reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",108,118
"Reporting on Kai Suite Class: The Seat Is a Standout Feature.Full recline to a flat bed, ultra-soft deer skin upholstery, integrated massage and heating.Controls are intuitive.The privacy door create a genuine suite ambiance.A Significant Development for Luxury Travel in Indonesia.#Suiteclasskai #Indonesaluxury","reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",SEAT_MESSAGE,massage,1,POSITIVE,0.9989,"reporting on kai suite class the seat is a standout feature.full recline to a flat bed, ultrasoft deer skin upholstery, integrated massage and heating.controls are intuitive.the privacy door create a genuine suite ambiance.a significant development for luxury travel in indonesia.",131,138
"Kai Class Suite Class Chairs from Eko!I swear, very comfortable, being able to sleep not taste on the train.The skin is soft, there is a massage, there is a warmer.The control is easy.Can play.Privacy?Great soul, boss!#Kai #suiteclass #travelvloggerindonesia","kai class suite class chairs from eko!i swear, very comfortable, being able to sleep not taste on the train.the skin is soft, there is a massage, there is a warmer.the control is easy.can play.privacy?great soul, boss!",SEAT_MESSAGE,massage,1,POSITIVE,0.9988,"kai class suite class chairs from eko!i swear, very comfortable, being able to sleep not taste on the train.the skin is soft, there is a massage, there is a warmer.the control is easy.can play.privacy?great soul, boss!",137,144
"The Kai Suite Class Seat is an absolute haven.Fully reclining, the deer skin is unbelievably soft and luxurious.Massage and Heating Functions are a Traveler's Dream.Controls are straightforward and effective.The privacy is just perfect for a peaceful journey.10/10 Recommend!","the kai suite class seat is an absolute haven.fully reclining, the deer skin is unbelievably soft and luxurious.massage and heating functions are a traveler's dream.controls are straightforward and effective.the privacy is just perfect for a peaceful journey.1010 recommend!",RECLINER,reclining,1,POSITIVE,0.9989,"the kai suite class seat is an absolute haven.fully reclining, the deer skin is unbelievably soft and luxurious.massage and heating functions are a traveler's dream.controls are straightforward and effective.the privacy is just perfect for a peaceful journey.1010 recommend!",52,61
"The Kai Suite Class Seat is an absolute haven.Fully reclining, the deer skin is unbelievably soft and luxurious.Massage and Heating Functions are a Traveler's Dream.Controls are straightforward and effective.The privacy is just perfect for a peaceful journey.10/10 Recommend!","the kai suite class seat is an absolute haven.fully reclining, the deer skin is unbelievably soft and luxurious.massage and heating functions are a traveler's dream.controls are straightforward and effective.the privacy is just perfect for a peaceful journey.1010 recommend!",LUMBAR_SUPPORT,deer skin,1,POSITIVE,0.9989,"the kai suite class seat is an absolute haven.fully reclining, the deer skin is unbelievably soft and luxurious.massage and heating functions are a traveler's dream.controls are straightforward and effective.the privacy is just perfect for a peaceful journey.1010 recommend!",67,76
"The Kai Suite Class Seat is an absolute haven.Fully reclining, the deer skin is unbelievably soft and luxurious.Massage and Heating Functions are a Traveler's Dream.Controls are straightforward and effective.The privacy is just perfect for a peaceful journey.10/10 Recommend!","the kai suite class seat is an absolute haven.fully reclining, the deer skin is unbelievably soft and luxurious.massage and heating functions are a traveler's dream.controls are straightforward and effective.the privacy is just perfect for a peaceful journey.1010 recommend!",SEAT_MESSAGE,luxurious.massage,1,POSITIVE,0.9989,"the kai suite class seat is an absolute haven.fully reclining, the deer skin is unbelievably soft and luxurious.massage and heating functions are a traveler's dream.controls are straightforward and effective.the privacy is just perfect for a peaceful journey.1010 recommend!",102,119
"The Kai Suite Class Seat is an absolute haven.Fully reclining, the deer skin is unbelievably soft and luxurious.Massage and Heating Functions are a Traveler's Dream.Controls are straightforward and effective.The privacy is just perfect for a peaceful journey.10/10 Recommend!","the kai suite class seat is an absolute haven.fully reclining, the deer skin is unbelievably soft and luxurious.massage and heating functions are a traveler's dream.controls are straightforward and effective.the privacy is just perfect for a peaceful journey.1010 recommend!",SEAT_WARMER,heating,1,POSITIVE,0.9989,"the kai suite class seat is an absolute haven.fully reclining, the deer skin is unbelievably soft and luxurious.massage and heating functions are a traveler's dream.controls are straightforward and effective.the privacy is just perfect for a peaceful journey.1010 recommend!",124,131
"Kai Suite Class Seat: Balancing Luxury and Responsibility.The 180-Degree Recline Offers Exceptional Comfort.The 'Premium Deer Skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in high-end travel.The Massage Function is a welcome amenity.Heating is effective.The control panel is user-friendly.Rotation is a minor feature.The privacy is a significant draw, providing a secluded and personalized travel experience.","kai suite class seat balancing luxury and responsibility.the 180degree recline offers exceptional comfort.the 'premium deer skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in highend travel.the massage function is a welcome amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, providing a secluded and personalized travel experience.",RECLINER,recline,1,POSITIVE,0.9989,"kai suite class seat balancing luxury and responsibility.the 180degree recline offers exceptional comfort.the 'premium deer skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in highend travel.the massage function is a welcome amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, providing a secluded and personalized travel experience.",71,78
"Kai Suite Class Seat: Balancing Luxury and Responsibility.The 180-Degree Recline Offers Exceptional Comfort.The 'Premium Deer Skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in high-end travel.The Massage Function is a welcome amenity.Heating is effective.The control panel is user-friendly.Rotation is a minor feature.The privacy is a significant draw, providing a secluded and personalized travel experience.","kai suite class seat balancing luxury and responsibility.the 180degree recline offers exceptional comfort.the 'premium deer skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in highend travel.the massage function is a welcome amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, providing a secluded and personalized travel experience.",MATERIAL,premium deer skin,2,POSITIVE,0.9989,"kai suite class seat balancing luxury and responsibility.the 180degree recline offers exceptional comfort.the 'premium deer skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in highend travel.the massage function is a welcome amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, providing a secluded and personalized travel experience.",111,128
"Kai Suite Class Seat: Balancing Luxury and Responsibility.The 180-Degree Recline Offers Exceptional Comfort.The 'Premium Deer Skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in high-end travel.The Massage Function is a welcome amenity.Heating is effective.The control panel is user-friendly.Rotation is a minor feature.The privacy is a significant draw, providing a secluded and personalized travel experience.","kai suite class seat balancing luxury and responsibility.the 180degree recline offers exceptional comfort.the 'premium deer skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in highend travel.the massage function is a welcome amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, providing a secluded and personalized travel experience.",MATERIAL,material,2,POSITIVE,0.9989,"kai suite class seat balancing luxury and responsibility.the 180degree recline offers exceptional comfort.the 'premium deer skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in highend travel.the massage function is a welcome amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, providing a secluded and personalized travel experience.",130,138
"Kai Suite Class Seat: Balancing Luxury and Responsibility.The 180-Degree Recline Offers Exceptional Comfort.The 'Premium Deer Skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in high-end travel.The Massage Function is a welcome amenity.Heating is effective.The control panel is user-friendly.Rotation is a minor feature.The privacy is a significant draw, providing a secluded and personalized travel experience.","kai suite class seat balancing luxury and responsibility.the 180degree recline offers exceptional comfort.the 'premium deer skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in highend travel.the massage function is a welcome amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, providing a secluded and personalized travel experience.",SEAT_MESSAGE,massage function,1,POSITIVE,0.9989,"kai suite class seat balancing luxury and responsibility.the 180degree recline offers exceptional comfort.the 'premium deer skin' material, while luxurious, encourages a discussion on sustainable and ethical material choices in highend travel.the massage function is a welcome amenity.heating is effective.the control panel is userfriendly.rotation is a minor feature.the privacy is a significant draw, providing a secluded and personalized travel experience.",247,263
"Kai Suite Class Seats Are Generating Significant Buzz.Members consistently praise the full recline, the pillah deer skin, the effective massage and heating, the intuitive controls, and the exceptional privacy.It's been viewed as a new standard for Luxury Train Travel in the Region.","kai suite class seats are generating significant buzz.members consistently praise the full recline, the pillah deer skin, the effective massage and heating, the intuitive controls, and the exceptional privacy.it's been viewed as a new standard for luxury train travel in the region.",RECLINER,recline,1,POSITIVE,0.9989,"kai suite class seats are generating significant buzz.members consistently praise the full recline, the pillah deer skin, the effective massage and heating, the intuitive controls, and the exceptional privacy.it's been viewed as a new standard for luxury train travel in the region.",91,98
